Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,EV Connector Types,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Location
ELEC,Country Club Nissan,55 Oneida St,,Oneonta,NY,13820,,607-432-2800,E,,Public - Call ahead,Dealership business hours; see service desk for access,,,1,,,,,J1772,200-9,42.451248,-75.100448,07/09/2018,44176,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(42.451248, -75.100448)"
ELEC,West-Herr Nissan,3580 Southwestern Blvd,,Orchard Park,NY,14127,,716-662-8008,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,42.784867,-78.765580,07/09/2018,44178,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(42.784867, -78.76558)"
ELEC,Nissan 112,730 Route 112,Route 112,Patchogue,NY,11772,,631-289-9100,E,,Public - Call ahead,Dealership business hours,,,1,1,,,,CHADEMO J1772 J1772COMBO,200-9,40.793144,-73.008006,07/09/2018,44180,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.793144, -73.008006)"
ELEC,Huttig Nissan,4670 State Route 9,,Plattsburgh,NY,12901,,518-561-1210,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,44.667361,-73.444894,07/09/2018,44182,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(44.667361, -73.444894)"
ELEC,Nissan City - Port Chester,225 Boston Post Rd,,Port Chester,NY,10573,,914-937-1777,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,40.996358,-73.669405,07/09/2018,44184,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.996358, -73.669405)"
ELEC,Riverhead Auto Mall,1800 Old Country Rd,,Riverhead,NY,11901,,631-369-0600,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,40.924582,-72.704532,07/09/2018,44186,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.924582, -72.704532)"
ELEC,Dorschel Nissan,3817 W Henrietta Rd,,Rochester,NY,14623,,585-334-9440,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-8,43.077581,-77.641934,07/09/2018,44188,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(43.077581, -77.641934)"
ELEC,Smithtown Nissan,535 Middle Country Rd,,St. James,NY,11780,,631-361-9696,E,,Public - Call ahead,Dealership business hours,,,1,1,,,,CHADEMO J1772,200-9,40.859886,-73.162067,07/09/2018,44190,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.859886, -73.162067)"
ELEC,Lia Nissan,2233 Central Ave,,Schenectady,NY,12304,,518-579-2000,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,42.764517,-73.885220,07/09/2018,44192,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(42.764517, -73.88522)"
ELEC,South Shore Nissan,200 Sunrise Hwy,,Seaford,NY,11783,,516-799-2800,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,40.673933,-73.497174,07/09/2018,44194,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.673933, -73.497174)"
ELEC,Gregoris Motors,555 W Merrick Rd,,Valley Stream,NY,11580,,516-825-8700,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,40.670497,-73.717206,07/09/2018,44201,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.670497, -73.717206)"
ELEC,Legend Nissan,268 Jericho Turnpike,,Syosset,NY,11791,,516-496-8181,E,,Public,Dealership business hours,,,1,,,,,J1772,200-9,40.809865,-73.507761,07/09/2018,44203,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.809865, -73.507761)"
ELEC,Serafini Nissan-Volvo,3101 Vestal Pkwy E,,Vestal,NY,13850,,607-729-3511,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,42.095812,-76.003703,07/09/2018,44204,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(42.095812, -76.003703)"
ELEC,Poughkeepsie Nissan,1445 Route 9,,Wappingers Falls,NY,12590,,845-297-4314,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,41.587383,-73.908392,07/09/2018,44206,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(41.587383, -73.908392)"
ELEC,Vision Nissan,785 Ridge Rd,,Webster,NY,14580,,585-787-2000,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,43.204065,-77.478237,07/09/2018,44208,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(43.204065, -77.478237)"
ELEC,Atlantic Nissan,205 Sunrise Hwy,,West Islip,NY,11795,,631-587-0700,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,40.720723,-73.304512,07/09/2018,44210,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.720723, -73.304512)"
ELEC,Nissan of Westbury,939 Old Country Rd,,Westbury,NY,11590,,516-338-5600,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-8,40.753954,-73.561974,07/09/2018,44212,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.753954, -73.561974)"
ELEC,White Plains Nissan,500 Tarrytown Rd,,White Plains,NY,10607,,914-683-3800,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,41.043879,-73.801844,07/09/2018,44214,2018-07-09 12:13:28 UTC,P,,,06/28/2018,"(41.043879, -73.801844)"
ELEC,West Herr Nissan - Williamsville,8137 Main St,,Williamsville,NY,14221,,877-813-5387,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-8,42.965083,-78.691464,07/09/2018,44216,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(42.965083, -78.691464)"
ELEC,Nissan of Yorktown Heights,3495 Old Crompond Rd,,Yorktown Heights,NY,10598,,914-737-3500,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-8,41.289317,-73.835547,07/09/2018,44218,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(41.289317, -73.835547)"
ELEC,Destination Nissan,770 Central Ave,,Albany,NY,12206,,518-438-8461,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,42.676971,-73.787334,07/09/2018,44317,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(42.676971, -73.787334)"
ELEC,Mike Barney Nissan,3676 Sheridan Dr,,Amherst,NY,14226,,716-833-9888,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,42.979725,-78.797346,07/09/2018,44319,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(42.979725, -78.797346)"
ELEC,Lebrun Nissan,396 Grant Ave,,Auburn,NY,13021,,315-253-7700,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,42.966894,-76.535879,07/09/2018,44321,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(42.966894, -76.535879)"
ELEC,Star Nissan,20602 Northern Blvd,,Bayside,NY,11361,,718-423-0500,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-8,40.758245,-73.776954,07/09/2018,44323,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.758245, -73.776954)"
ELEC,Rockland Nissan,608 Route 303,,Blauvelt,NY,10913,,845-358-6700,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,41.071072,-73.950866,07/09/2018,44325,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(41.071072, -73.950866)"
ELEC,Bay Ridge Nissan,6501 5th Ave,,Brooklyn,NY,11220,,718-238-8000,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,40.636324,-74.019228,07/09/2018,44327,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.636324, -74.019228)"
ELEC,Kings Nissan,2758 Coney Island Ave,,Brooklyn,NY,11235,,718-376-0538,E,,Public - Call ahead,Dealership business hours; Nissan vehicle use only,,,1,,,,,J1772,200-9,40.589167,-73.960707,07/09/2018,44329,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.589167, -73.960707)"
ELEC,Burdick Nissan,5885 E Circle Dr,,Cicero,NY,13039,,315-458-8915,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,43.147147,-76.114274,07/09/2018,44331,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(43.147147, -76.114274)"
ELEC,Hoselton Nissan,66 Marsh Rd,,East Rochester,NY,14445,,585-385-3560,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,43.100001,-77.481422,07/09/2018,44333,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(43.100001, -77.481422)"
ELEC,Rockaway Nissan,600 Burnside Ave,,Inwood,NY,11096,,516-239-0100,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,40.622268,-73.742699,07/09/2018,44336,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.622268, -73.742699)"
ELEC,Maguire Nissan,504 S Meadow St,,Ithaca,NY,14850,,607-272-8000,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,42.435042,-76.508800,07/09/2018,44338,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(42.435042, -76.5088)"
ELEC,Nemet Motors,153-12 Hillside Ave,,Jamaica,NY,11432,,718-523-5858,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,40.707242,-73.803844,07/09/2018,44342,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.707242, -73.803844)"
ELEC,Treiber Nissan,320 N Comrie Ave,,Johnstown,NY,12095,,518-736-1300,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,43.025044,-74.358103,07/09/2018,44344,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(43.025044, -74.358103)"
ELEC,Nissan of Garden City,316 N Franklin St,,Hempstead,NY,11550,,516-483-4400,E,,Public - Call ahead,Dealership business hours,,,1,1,,,,CHADEMO J1772 J1772COMBO,200-9,40.716980,-73.630503,07/09/2018,44346,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.71698, -73.630503)"
ELEC,Simmons Rockwell Nissan,224 Colonial Dr,,Horseheads,NY,14845,,607-398-6666,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-8,42.162669,-76.869759,07/09/2018,44348,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(42.162669, -76.869759)"
ELEC,Nissan of Huntington,850 E Jericho Turnpike,,Huntington Station,NY,11746,,631-439-7000,E,,Public - Call ahead,Dealership business hours,,,1,1,,,,CHADEMO J1772 J1772COMBO,200-9,40.834332,-73.379984,07/09/2018,44350,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.834332, -73.379984)"
ELEC,Kingston Nissan,140 Route 28,,Kingston,NY,12401,,845-338-3100,E,,Public - Call ahead,Dealership business hours,,,1,1,,,,CHADEMO J1772 J1772COMBO,GPS,41.948730,-74.032393,07/09/2018,44352,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(41.9487297194038, -74.0323928367706)"
ELEC,West Herr Nissan,6069 S Transit Rd,,Lockport,NY,14094,,716-625-8889,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,43.128557,-78.696197,07/09/2018,44354,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(43.128557, -78.696197)"
ELEC,Nissan Kia - Middletown,4961 Route 17M,,New Hampton,NY,10958,,845-374-6555,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-9,41.408590,-74.413372,07/09/2018,44358,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(41.40859, -74.413372)"
ELEC,Nissan of New Rochelle,2533 Palmer Ave,,New Rochelle,NY,10801,,914-576-7600,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,200-8,40.919104,-73.776645,07/09/2018,44360,2018-07-09 12:13:28 UTC,P,,,11/30/2011,"(40.919104, -73.776645)"
ELEC,MP 102 LLC,401 Bedford Park Blvd,"MP GARDEN; 2nd level of garage, Bedford Park side",Bronx,NY,10458,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,J1772,GPS,40.867165,-73.883186,10/28/2018,46412,2018-10-28 09:03:02 UTC,,,,,"(40.8671646, -73.8831863)"
ELEC,Country Club Imports,55 Oneida St,,Oneonta,NY,13820,,607-432-2800,E,,Public - Call ahead,Dealership business hours; see service desk for access,,,3,,,,,J1772,200-9,42.451248,-75.100448,04/06/2017,46417,2018-06-02 17:57:20 UTC,P,,,04/15/2012,"(42.451248, -75.100448)"
ELEC,Green Mountain Electric Supply,319 Corinth Rd,,Queensbury,NY,12804,,518-792-5867,E,,Public,24 hours daily,,,1,,,,,J1772,GPS,43.296293,-73.690084,04/06/2017,46418,2018-06-03 18:25:31 UTC,T,,,02/22/2012,"(43.2962926, -73.6900844)"
ELEC,CARCHARGING,25 Beekman St,RAPID PARKING 1; See Valet attendant to use charging station.,New York,NY,10038,,888-758-4389,E,,Public,24 hours daily,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,J1772 NEMA520,GPS,40.710636,-74.006195,10/28/2018,47395,2018-10-28 09:03:02 UTC,,,,,"(40.7106361, -74.0061951)"
ELEC,Baron Nissan,235 Glen Cove Rd,,Greenvale,NY,11548,,516-621-2300,E,,Public - Call ahead,Dealership business hours,,,1,,,,,J1772,GPS,40.816267,-73.625869,07/09/2018,47721,2018-07-09 12:13:28 UTC,P,,,01/31/2012,"(40.816267, -73.625869)"
